shift_date,hospital_id,ward_id,shift,shift_type_id,start_dt,end_dt,employee_id,tag_id
5/02/2023,1,8,2,2,5/02/2023 15:00,5/02/2023 23:00,344,1
5/02/2023,1,2,3,2,5/02/2023 15:00,5/02/2023 23:00,258,1
5/02/2023,1,5,3,2,5/02/2023 15:00,5/02/2023 23:00,310,1
5/02/2023,1,8,3,2,5/02/2023 15:00,5/02/2023 23:00,1209,3
5/02/2023,1,2,4,2,5/02/2023 15:00,5/02/2023 23:00,775,3
5/02/2023,1,5,4,2,5/02/2023 15:00,5/02/2023 23:00,483,1
5/02/2023,1,8,4,2,5/02/2023 15:00,5/02/2023 23:00,558,2
5/02/2023,1,2,5,2,5/02/2023 15:00,5/02/2023 23:00,155,1
5/02/2023,1,5,5,2,5/02/2023 15:00,5/02/2023 23:00,1124,1
5/02/2023,1,8,5,2,5/02/2023 15:00,5/02/2023 23:00,311,1
5/02/2023,1,2,6,2,5/02/2023 15:00,5/02/2023 23:00,747,4
5/02/2023,1,5,6,2,5/02/2023 15:00,5/02/2023 23:00,602,1
5/02/2023,1,8,6,2,5/02/2023 15:00,5/02/2023 23:00,1402,1
5/02/2023,1,2,7,2,5/02/2023 15:00,5/02/2023 23:00,1539,1
5/02/2023,1,5,7,2,5/02/2023 15:00,5/02/2023 23:00,203,1
5/02/2023,1,8,7,2,5/02/2023 15:00,5/02/2023 23:00,975,1
5/02/2023,1,2,8,2,5/02/2023 15:00,5/02/2023 23:00,888,2
5/02/2023,1,5,8,2,5/02/2023 15:00,5/02/2023 23:00,45,1
5/02/2023,1,8,8,2,5/02/2023 15:00,5/02/2023 23:00,336,1
5/02/2023,1,2,9,2,5/02/2023 15:00,5/02/2023 23:00,10,1
5/02/2023,1,5,9,2,5/02/2023 15:00,5/02/2023 23:00,1104,1
5/02/2023,1,8,9,2,5/02/2023 15:00,5/02/2023 23:00,241,1
5/02/2023,1,2,10,2,5/02/2023 15:00,5/02/2023 23:00,962,1
5/02/2023,1,5,10,2,5/02/2023 15:00,5/02/2023 23:00,237,5
5/02/2023,1,8,10,2,5/02/2023 15:00,5/02/2023 23:00,158,1
5/02/2023,1,2,11,2,5/02/2023 15:00,5/02/2023 23:00,397,1
5/02/2023,1,5,11,2,5/02/2023 15:00,5/02/2023 23:00,742,1
5/02/2023,1,8,11,2,5/02/2023 15:00,5/02/2023 23:00,436,1
5/02/2023,1,2,12,2,5/02/2023 15:00,5/02/2023 23:00,907,1
5/02/2023,1,5,12,2,5/02/2023 15:00,5/02/2023 23:00,922,1
5/02/2023,1,8,12,2,5/02/2023 15:00,5/02/2023 23:00,516,1
5/02/2023,1,2,13,2,5/02/2023 15:00,5/02/2023 23:00,416,1
5/02/2023,1,5,13,2,5/02/2023 15:00,5/02/2023 23:00,663,1
5/02/2023,1,8,13,2,5/02/2023 15:00,5/02/2023 23:00,1724,1
5/02/2023,1,2,14,2,5/02/2023 15:00,5/02/2023 23:00,403,1
5/02/2023,1,5,14,2,5/02/2023 15:00,5/02/2023 23:00,1155,1
5/02/2023,1,8,14,2,5/02/2023 15:00,5/02/2023 23:00,576,1
5/02/2023,1,2,15,2,5/02/2023 15:00,5/02/2023 23:00,1690,1
5/02/2023,1,5,15,2,5/02/2023 15:00,5/02/2023 23:00,1181,2
5/02/2023,1,8,15,2,5/02/2023 15:00,5/02/2023 23:00,1720,1
5/02/2023,1,2,16,2,5/02/2023 15:00,5/02/2023 23:00,1604,1
5/02/2023,1,5,16,2,5/02/2023 15:00,5/02/2023 23:00,1779,4
5/02/2023,1,8,16,2,5/02/2023 15:00,5/02/2023 23:00,129,1
5/02/2023,1,2,17,2,5/02/2023 15:00,5/02/2023 23:00,1216,2
5/02/2023,1,5,17,2,5/02/2023 15:00,5/02/2023 23:00,723,1
5/02/2023,1,8,17,2,5/02/2023 15:00,5/02/2023 23:00,1743,2
5/02/2023,1,2,18,2,5/02/2023 15:00,5/02/2023 23:00,617,1
5/02/2023,1,5,18,2,5/02/2023 15:00,5/02/2023 23:00,181,1
5/02/2023,1,8,18,2,5/02/2023 15:00,5/02/2023 23:00,1289,1
5/02/2023,1,2,19,2,5/02/2023 15:00,5/02/2023 23:00,1055,1
5/02/2023,1,5,19,2,5/02/2023 15:00,5/02/2023 23:00,1250,1
5/02/2023,1,8,19,2,5/02/2023 15:00,5/02/2023 23:00,1154,4
5/02/2023,1,2,20,2,5/02/2023 15:00,5/02/2023 23:00,332,1
5/02/2023,1,5,20,2,5/02/2023 15:00,5/02/2023 23:00,283,1
5/02/2023,1,8,20,2,5/02/2023 15:00,5/02/2023 23:00,1182,2
5/02/2023,1,2,21,2,5/02/2023 15:00,5/02/2023 23:00,674,1
5/02/2023,1,5,21,2,5/02/2023 15:00,5/02/2023 23:00,977,1
5/02/2023,1,8,21,2,5/02/2023 15:00,5/02/2023 23:00,1792,1
5/02/2023,1,2,22,2,5/02/2023 15:00,5/02/2023 23:00,940,2
5/02/2023,1,5,22,2,5/02/2023 15:00,5/02/2023 23:00,605,1
5/02/2023,1,8,22,2,5/02/2023 15:00,5/02/2023 23:00,1415,1
5/02/2023,1,2,23,2,5/02/2023 15:00,5/02/2023 23:00,1329,1
5/02/2023,1,5,23,2,5/02/2023 15:00,5/02/2023 23:00,1068,1
5/02/2023,1,8,23,2,5/02/2023 15:00,5/02/2023 23:00,1122,1
5/02/2023,1,2,24,2,5/02/2023 15:00,5/02/2023 23:00,83,1
5/02/2023,1,5,24,2,5/02/2023 15:00,5/02/2023 23:00,1276,1
5/02/2023,1,8,24,2,5/02/2023 15:00,5/02/2023 23:00,1272,5
5/02/2023,1,2,25,2,5/02/2023 15:00,5/02/2023 23:00,15,5
5/02/2023,1,5,25,2,5/02/2023 15:00,5/02/2023 23:00,309,5
5/02/2023,1,8,25,2,5/02/2023 15:00,5/02/2023 23:00,741,1
5/02/2023,1,2,26,2,5/02/2023 15:00,5/02/2023 23:00,423,4
5/02/2023,1,5,26,2,5/02/2023 15:00,5/02/2023 23:00,1465,1
5/02/2023,1,8,26,2,5/02/2023 15:00,5/02/2023 23:00,453,2
5/02/2023,1,2,27,2,5/02/2023 15:00,5/02/2023 23:00,262,2
5/02/2023,1,5,27,2,5/02/2023 15:00,5/02/2023 23:00,642,1
5/02/2023,1,8,27,2,5/02/2023 15:00,5/02/2023 23:00,432,1
5/02/2023,1,3,1,3,5/02/2023 23:00,6/02/2023 7:00,1538,1
5/02/2023,1,6,1,3,5/02/2023 23:00,6/02/2023 7:00,761,1
5/02/2023,1,9,1,3,5/02/2023 23:00,6/02/2023 7:00,62,1
5/02/2023,1,3,2,3,5/02/2023 23:00,6/02/2023 7:00,1582,1
5/02/2023,1,6,2,3,5/02/2023 23:00,6/02/2023 7:00,1657,1
5/02/2023,1,9,2,3,5/02/2023 23:00,6/02/2023 7:00,226,1
5/02/2023,1,3,3,3,5/02/2023 23:00,6/02/2023 7:00,1731,1
5/02/2023,1,6,3,3,5/02/2023 23:00,6/02/2023 7:00,259,1
5/02/2023,1,9,3,3,5/02/2023 23:00,6/02/2023 7:00,97,1
5/02/2023,1,3,4,3,5/02/2023 23:00,6/02/2023 7:00,1336,1
5/02/2023,1,6,4,3,5/02/2023 23:00,6/02/2023 7:00,920,1
5/02/2023,1,9,4,3,5/02/2023 23:00,6/02/2023 7:00,1238,2
5/02/2023,1,3,5,3,5/02/2023 23:00,6/02/2023 7:00,823,1
5/02/2023,1,6,5,3,5/02/2023 23:00,6/02/2023 7:00,72,1
5/02/2023,1,9,5,3,5/02/2023 23:00,6/02/2023 7:00,396,1
5/02/2023,1,3,6,3,5/02/2023 23:00,6/02/2023 7:00,1379,1
5/02/2023,1,6,6,3,5/02/2023 23:00,6/02/2023 7:00,1430,3
5/02/2023,1,9,6,3,5/02/2023 23:00,6/02/2023 7:00,1190,1
5/02/2023,1,3,7,3,5/02/2023 23:00,6/02/2023 7:00,853,1
5/02/2023,1,6,7,3,5/02/2023 23:00,6/02/2023 7:00,1751,1
5/02/2023,1,9,7,3,5/02/2023 23:00,6/02/2023 7:00,43,4
5/02/2023,1,3,8,3,5/02/2023 23:00,6/02/2023 7:00,1768,1
5/02/2023,1,6,8,3,5/02/2023 23:00,6/02/2023 7:00,1096,1
5/02/2023,1,9,8,3,5/02/2023 23:00,6/02/2023 7:00,134,5
5/02/2023,1,3,9,3,5/02/2023 23:00,6/02/2023 7:00,1419,1
5/02/2023,1,6,9,3,5/02/2023 23:00,6/02/2023 7:00,49,2
5/02/2023,1,9,9,3,5/02/2023 23:00,6/02/2023 7:00,39,1
5/02/2023,1,3,10,3,5/02/2023 23:00,6/02/2023 7:00,611,1
5/02/2023,1,6,10,3,5/02/2023 23:00,6/02/2023 7:00,1333,1
5/02/2023,1,9,10,3,5/02/2023 23:00,6/02/2023 7:00,26,1
5/02/2023,1,3,11,3,5/02/2023 23:00,6/02/2023 7:00,938,1
5/02/2023,1,6,11,3,5/02/2023 23:00,6/02/2023 7:00,1129,1
5/02/2023,1,9,11,3,5/02/2023 23:00,6/02/2023 7:00,330,1
5/02/2023,1,3,12,3,5/02/2023 23:00,6/02/2023 7:00,1099,2
5/02/2023,1,6,12,3,5/02/2023 23:00,6/02/2023 7:00,987,1
5/02/2023,1,9,12,3,5/02/2023 23:00,6/02/2023 7:00,749,1
5/02/2023,1,3,13,3,5/02/2023 23:00,6/02/2023 7:00,745,1
5/02/2023,1,6,13,3,5/02/2023 23:00,6/02/2023 7:00,444,1
5/02/2023,1,9,13,3,5/02/2023 23:00,6/02/2023 7:00,493,2
5/02/2023,1,3,14,3,5/02/2023 23:00,6/02/2023 7:00,1217,1
5/02/2023,1,6,14,3,5/02/2023 23:00,6/02/2023 7:00,1206,1
5/02/2023,1,9,14,3,5/02/2023 23:00,6/02/2023 7:00,1136,1
5/02/2023,1,3,15,3,5/02/2023 23:00,6/02/2023 7:00,1273,1
5/02/2023,1,6,15,3,5/02/2023 23:00,6/02/2023 7:00,1094,1
5/02/2023,1,9,15,3,5/02/2023 23:00,6/02/2023 7:00,706,1
5/02/2023,1,3,16,3,5/02/2023 23:00,6/02/2023 7:00,1473,1
5/02/2023,1,6,16,3,5/02/2023 23:00,6/02/2023 7:00,162,1
5/02/2023,1,9,16,3,5/02/2023 23:00,6/02/2023 7:00,30,2
5/02/2023,1,3,17,3,5/02/2023 23:00,6/02/2023 7:00,71,4
5/02/2023,1,6,17,3,5/02/2023 23:00,6/02/2023 7:00,779,1
5/02/2023,1,9,17,3,5/02/2023 23:00,6/02/2023 7:00,1420,1
5/02/2023,1,3,18,3,5/02/2023 23:00,6/02/2023 7:00,242,1
5/02/2023,1,6,18,3,5/02/2023 23:00,6/02/2023 7:00,1239,1
5/02/2023,1,9,18,3,5/02/2023 23:00,6/02/2023 7:00,1310,1
5/02/2023,1,3,19,3,5/02/2023 23:00,6/02/2023 7:00,68,1
5/02/2023,1,6,19,3,5/02/2023 23:00,6/02/2023 7:00,890,1
5/02/2023,1,9,19,3,5/02/2023 23:00,6/02/2023 7:00,552,1
5/02/2023,1,3,20,3,5/02/2023 23:00,6/02/2023 7:00,623,1
5/02/2023,1,6,20,3,5/02/2023 23:00,6/02/2023 7:00,947,1
5/02/2023,1,9,20,3,5/02/2023 23:00,6/02/2023 7:00,805,1
5/02/2023,1,3,21,3,5/02/2023 23:00,6/02/2023 7:00,1061,1
5/02/2023,1,6,21,3,5/02/2023 23:00,6/02/2023 7:00,424,1
5/02/2023,1,9,21,3,5/02/2023 23:00,6/02/2023 7:00,135,1
5/02/2023,1,3,22,3,5/02/2023 23:00,6/02/2023 7:00,234,4
5/02/2023,1,6,22,3,5/02/2023 23:00,6/02/2023 7:00,366,1
5/02/2023,1,9,22,3,5/02/2023 23:00,6/02/2023 7:00,1359,1
5/02/2023,1,3,23,3,5/02/2023 23:00,6/02/2023 7:00,1504,1
5/02/2023,1,6,23,3,5/02/2023 23:00,6/02/2023 7:00,1590,1
5/02/2023,1,9,23,3,5/02/2023 23:00,6/02/2023 7:00,327,1
5/02/2023,1,3,24,3,5/02/2023 23:00,6/02/2023 7:00,44,1
5/02/2023,1,6,24,3,5/02/2023 23:00,6/02/2023 7:00,1517,2
5/02/2023,1,9,24,3,5/02/2023 23:00,6/02/2023 7:00,1399,5
5/02/2023,1,3,25,3,5/02/2023 23:00,6/02/2023 7:00,691,1
5/02/2023,1,6,25,3,5/02/2023 23:00,6/02/2023 7:00,1018,2
5/02/2023,1,9,25,3,5/02/2023 23:00,6/02/2023 7:00,1290,3
5/02/2023,1,3,26,3,5/02/2023 23:00,6/02/2023 7:00,566,1
5/02/2023,1,6,26,3,5/02/2023 23:00,6/02/2023 7:00,445,1
5/02/2023,1,9,26,3,5/02/2023 23:00,6/02/2023 7:00,428,1
5/02/2023,1,3,27,3,5/02/2023 23:00,6/02/2023 7:00,1646,5
5/02/2023,1,6,27,3,5/02/2023 23:00,6/02/2023 7:00,1251,2
5/02/2023,1,9,27,3,5/02/2023 23:00,6/02/2023 7:00,364,1
5/02/2023,2,3,1,1,5/02/2023 7:00,5/02/2023 15:00,876,1
5/02/2023,2,6,1,1,5/02/2023 7:00,5/02/2023 15:00,1785,1
5/02/2023,2,9,1,1,5/02/2023 7:00,5/02/2023 15:00,93,1
5/02/2023,2,12,1,1,5/02/2023 7:00,5/02/2023 15:00,575,1
5/02/2023,2,15,1,1,5/02/2023 7:00,5/02/2023 15:00,729,1
5/02/2023,2,3,2,1,5/02/2023 7:00,5/02/2023 15:00,1721,3
5/02/2023,2,6,2,1,5/02/2023 7:00,5/02/2023 15:00,906,1
5/02/2023,2,9,2,1,5/02/2023 7:00,5/02/2023 15:00,517,1
5/02/2023,2,12,2,1,5/02/2023 7:00,5/02/2023 15:00,573,1
5/02/2023,2,15,2,1,5/02/2023 7:00,5/02/2023 15:00,817,1
5/02/2023,2,3,3,1,5/02/2023 7:00,5/02/2023 15:00,1608,4
5/02/2023,2,6,3,1,5/02/2023 7:00,5/02/2023 15:00,1736,3
5/02/2023,2,9,3,1,5/02/2023 7:00,5/02/2023 15:00,177,1
5/02/2023,2,12,3,1,5/02/2023 7:00,5/02/2023 15:00,1462,4
5/02/2023,2,15,3,1,5/02/2023 7:00,5/02/2023 15:00,1691,1
5/02/2023,2,3,4,1,5/02/2023 7:00,5/02/2023 15:00,969,1
5/02/2023,2,6,4,1,5/02/2023 7:00,5/02/2023 15:00,1159,1
5/02/2023,2,9,4,1,5/02/2023 7:00,5/02/2023 15:00,547,1
5/02/2023,2,12,4,1,5/02/2023 7:00,5/02/2023 15:00,172,1
5/02/2023,2,15,4,1,5/02/2023 7:00,5/02/2023 15:00,579,1
5/02/2023,2,3,5,1,5/02/2023 7:00,5/02/2023 15:00,1456,1
5/02/2023,2,6,5,1,5/02/2023 7:00,5/02/2023 15:00,314,1
5/02/2023,2,9,5,1,5/02/2023 7:00,5/02/2023 15:00,1530,1
5/02/2023,2,12,5,1,5/02/2023 7:00,5/02/2023 15:00,1157,1
5/02/2023,2,15,5,1,5/02/2023 7:00,5/02/2023 15:00,1390,5
5/02/2023,2,3,6,1,5/02/2023 7:00,5/02/2023 15:00,896,1
5/02/2023,2,6,6,1,5/02/2023 7:00,5/02/2023 15:00,320,4
5/02/2023,2,9,6,1,5/02/2023 7:00,5/02/2023 15:00,960,2
5/02/2023,2,12,6,1,5/02/2023 7:00,5/02/2023 15:00,348,2
5/02/2023,2,15,6,1,5/02/2023 7:00,5/02/2023 15:00,1525,1
5/02/2023,2,3,7,1,5/02/2023 7:00,5/02/2023 15:00,511,4
5/02/2023,2,6,7,1,5/02/2023 7:00,5/02/2023 15:00,879,1
5/02/2023,2,9,7,1,5/02/2023 7:00,5/02/2023 15:00,532,1
5/02/2023,2,12,7,1,5/02/2023 7:00,5/02/2023 15:00,656,1
5/02/2023,2,15,7,1,5/02/2023 7:00,5/02/2023 15:00,970,1
5/02/2023,2,3,8,1,5/02/2023 7:00,5/02/2023 15:00,953,4
5/02/2023,2,6,8,1,5/02/2023 7:00,5/02/2023 15:00,1723,1
5/02/2023,2,9,8,1,5/02/2023 7:00,5/02/2023 15:00,399,1
5/02/2023,2,12,8,1,5/02/2023 7:00,5/02/2023 15:00,1112,5
5/02/2023,2,15,8,1,5/02/2023 7:00,5/02/2023 15:00,815,1
5/02/2023,2,3,9,1,5/02/2023 7:00,5/02/2023 15:00,1011,1
5/02/2023,2,6,9,1,5/02/2023 7:00,5/02/2023 15:00,219,1
5/02/2023,2,9,9,1,5/02/2023 7:00,5/02/2023 15:00,1083,1
5/02/2023,2,12,9,1,5/02/2023 7:00,5/02/2023 15:00,1228,4
5/02/2023,2,15,9,1,5/02/2023 7:00,5/02/2023 15:00,625,1
5/02/2023,2,3,10,1,5/02/2023 7:00,5/02/2023 15:00,798,2
5/02/2023,2,6,10,1,5/02/2023 7:00,5/02/2023 15:00,1418,2
5/02/2023,2,9,10,1,5/02/2023 7:00,5/02/2023 15:00,1714,1
5/02/2023,2,12,10,1,5/02/2023 7:00,5/02/2023 15:00,447,3
5/02/2023,2,15,10,1,5/02/2023 7:00,5/02/2023 15:00,1630,1
5/02/2023,2,3,11,1,5/02/2023 7:00,5/02/2023 15:00,270,1
5/02/2023,2,6,11,1,5/02/2023 7:00,5/02/2023 15:00,739,3
5/02/2023,2,9,11,1,5/02/2023 7:00,5/02/2023 15:00,117,1
5/02/2023,2,12,11,1,5/02/2023 7:00,5/02/2023 15:00,1472,3
5/02/2023,2,15,11,1,5/02/2023 7:00,5/02/2023 15:00,380,2
5/02/2023,2,3,12,1,5/02/2023 7:00,5/02/2023 15:00,1042,1
5/02/2023,2,6,12,1,5/02/2023 7:00,5/02/2023 15:00,1651,1
5/02/2023,2,9,12,1,5/02/2023 7:00,5/02/2023 15:00,872,5
5/02/2023,2,12,12,1,5/02/2023 7:00,5/02/2023 15:00,1357,1
5/02/2023,2,15,12,1,5/02/2023 7:00,5/02/2023 15:00,115,1
5/02/2023,2,3,13,1,5/02/2023 7:00,5/02/2023 15:00,1698,1
5/02/2023,2,6,13,1,5/02/2023 7:00,5/02/2023 15:00,183,1
5/02/2023,2,9,13,1,5/02/2023 7:00,5/02/2023 15:00,257,3
5/02/2023,2,12,13,1,5/02/2023 7:00,5/02/2023 15:00,1532,1
5/02/2023,2,15,13,1,5/02/2023 7:00,5/02/2023 15:00,658,4
